,0
0,71359
1,71359
2,71359
3,71989
4,71611
5,71629
6,71665
7,71665
8,71665
9,71611
10,71719
11,71719
12,71719
13,71719
14,71845
15,71827
16,71809
17,71809
18,71809
19,71809
20,71809
21,71881
22,72061
23,72295
24,72403
25,72403
26,72403
27,72241
28,72241
29,72241
30,72241
31,72187
32,72187
33,72187
34,72187
35,71989
36,71989
37,71989
38,71989
39,71989
40,72241
41,72241
42,72313
43,72313
44,72637
45,71899
46,71899
47,71881
48,71881
49,71881
50,71881
51,71881
52,72421
53,72709
54,72547
55,72547
56,72547
57,72547
58,72727
59,72835
60,72835
61,72835
62,72961
63,72961
64,73231
65,73177
66,73177
67,73159
68,73159
69,73141
70,73051
71,73051
72,73285
73,73249
74,73249
75,73321
76,73321
77,73321
78,73321
79,73321
80,73321
81,73213
82,73303
83,73303
84,73303
85,73303
86,73789
87,73789
88,73753
89,73555
90,73177
91,73177
92,73105
93,73105
94,73267
95,73537
96,73537
97,73537
98,73393
99,73393
100,73627
101,73627
102,73627
103,73285
104,73159
105,73159
106,73339
107,73087
108,73087
109,73087
110,72457
111,73015
112,73015
113,73015
114,73717
115,73861
116,74041
117,74041
118,74005
119,74005
120,74005
121,74059
122,74059
123,73699
124,73843
125,73843
126,74671
127,74797
128,74797
129,74797
130,74599
131,74797
132,74851
133,75193
134,75193
135,75193
136,75121
137,75121
138,74725
139,74725
140,74689
141,74689
142,74203
143,74203
144,74203
145,74203
146,74203
147,74203
148,74401
149,74203
150,74329
151,74455
152,74455
153,74419
154,74203
155,74005
156,73807
157,73987
158,73987
159,73987
160,74203
161,74203
162,74203
163,74203
164,74293
165,74293
166,74653
167,74653
168,74653
169,74653
170,74905
171,74905
172,74887
173,75121
174,75121
175,75121
176,75121
177,75157
178,75157
179,75571
180,75571
181,75571
182,75553
183,75553
184,75553
185,75553
186,75841
187,75895
188,75715
189,75715
190,75607
191,75589
192,75733
193,75733
194,75733
195,75733
196,75733
197,75733
198,75733
199,75571
200,75571
201,75481
202,75643
203,75643
