
0,41632
1,41461
2,41461
3,41461
4,41461
5,41461
6,41461
7,41461
8,41461
9,41461
10,41461
11,41461
12,41461
13,41461
14,41461
15,41461
16,41461
17,41461
18,41461
19,41461
20,41461
21,41461
22,41461
23,41461
24,41461
25,41461
26,41461
27,41461
28,41461
29,41461
30,41461
31,41461
32,41461
33,41461
34,41461
35,41461
36,41461
37,41461
38,41461
39,41461
40,41461
41,41461
42,41461
43,41461
44,41461
45,41461
46,41461
47,41461
48,41461
49,41461
50,41461
51,41461
52,41461
53,41461
54,41461
55,41461
56,41461
57,41461
58,41461
59,41461
60,41461
61,41461
62,41461
63,41461
64,41461
65,41461
66,41461
67,41461
68,41227
69,41227
70,41227
71,41227
72,41227
73,41227
74,41227
75,41227
76,41227
77,41227
78,41227
79,41227
80,41227
81,41227
82,41227
83,41227
84,41227
85,41227
86,41227
87,41227
88,41227
89,41227
90,41227
91,41227
92,41227
93,41227
94,41227
95,41227
96,41227
97,41227
98,41227
99,41227
100,41092
101,41092
102,41092
103,41092
104,41092
105,41092
106,41092
107,41092
108,41092
109,41092
110,41092
111,41092
112,41092
113,41092
114,41092
115,41092
116,41092
117,41092
118,41092
119,41092
120,41092
121,41092
122,41092
123,41092
124,41092
125,41092
126,41092
127,41092
128,41092
129,41092
130,41092
131,41092
132,41038
133,41038
134,41038
135,40885
136,40885
137,40885
138,40885
139,40885
140,40885
141,40885
142,40885
143,40885
144,40885
145,40885
146,40885
147,40885
148,40885
149,40885
150,40885
151,40885
152,40885
153,40885
154,40885
155,40885
156,40885
157,40885
158,40669
159,40669
160,40669
161,40669
162,40669
163,40669
164,40669
165,40669
166,40669
167,40669
168,40669
169,40669
170,40669
171,40669
172,40669
173,40669
174,40669
175,40669
176,40669
177,40669
178,40669
179,40669
180,40669
181,40669
182,40669
183,40669
184,40669
185,40669
186,40669
187,40669
188,40669
189,40669
190,40669
191,40669
192,40669
193,40669
194,40669
195,40669
196,40669
197,40669
198,40669
199,40669
200,40669
201,40669
202,40669
203,40669
204,40669
205,40669
206,40669
207,40669
208,40669
209,40669
210,40669
211,40669
212,40669
213,40669
214,40669
215,40669
216,40669
217,40669
218,40669
219,40669
220,40669
221,40669
222,40669
223,40669
224,40669
225,40669
226,40669
227,40669
228,40669
229,40669
230,40669
231,40669
232,40669
233,40669
234,40669
235,40669
236,40669
237,40669
238,40669
239,40669
240,40669
241,40669
242,40669
243,40669
244,40669
245,40669
246,40669
247,40669
248,40669
249,40669
250,40669
251,40669
252,40669
253,40669
254,40669
255,40669
256,40669
257,40669
258,40669
259,40669
260,40669
261,40669
262,40669
263,40669
264,40669
265,40669
266,40669
267,40669
268,40669
269,40669
270,40669
271,40669
272,40669
273,40669
274,40669
275,40669
276,40669
277,40669
278,40669
279,40669
280,40669
281,40669
282,40669
283,40669
284,40669
285,40669
286,40669
287,40669
288,40669
289,40669
290,40669
291,40669
292,40669
293,40669
294,40669
295,40669
296,40669
297,40669
298,40669
299,40669
300,40669
301,40669
302,40669
303,40669
304,40669
305,40669
306,40669
307,40669
308,40669
309,40669
310,40669
311,40669
312,40669
313,40669
314,40669
315,40669
316,40669
317,40669
318,40669
319,40669
320,40669
321,40669
322,40669
323,40669
324,40669
325,40669
326,40669
327,40669
328,40669
329,40669
330,40669
331,40669
332,40669
333,40669
334,40669
335,40669
336,40669
337,40669
338,40669
339,40669
340,40669
341,40669
342,40669
343,40669
344,40669
345,40669
346,40669
347,40669
348,40669
349,40669
350,40669
351,40669
352,40669
353,40669
354,40669
355,40669
356,40669
357,40669
358,40669
359,40669
360,40669
361,40669
362,40669
363,40669
364,40669
365,40669
366,40669
367,40669
368,40669
369,40669
370,40669
371,40669
372,40669
373,40669
374,40669
375,40669
376,40669
377,40669
378,40669
379,40669
380,40669
381,40669
382,40669
383,40669
384,40669
385,40669
386,40669
387,40669
388,40669
389,40669
390,40669
391,40669
392,40669
393,40669
394,40669
395,40669
396,40669
397,40669
398,40669
399,40669
400,40669
401,40669
402,40669
403,40669
404,40318
405,40318
406,40318
407,40318
408,40318
409,40318
410,40318
411,40318
412,40318
413,40318
414,40318
415,40318
416,40318
417,40318
418,40318
419,40318
420,40318
421,40318
422,40318
423,40318
424,40318
425,40318
426,40318
427,40318
428,40318
429,40318
430,40318
431,40318
432,40318
433,40318
434,40318
435,40318
436,40318
437,40318
438,40318
439,40318
440,40318
441,40318
442,40318
443,40318
444,40318
445,40318
446,40318
447,40318
448,40318
449,40318
450,40318
451,40318
452,40318
453,40318
454,40318
455,40318
456,40318
457,40318
458,40318
459,40318
460,40318
461,40318
462,40318
463,40318
464,40318
465,40318
466,40318
467,40318
468,40318
469,40318
470,40318
471,40318
472,40318
473,40318
474,40318
475,40318
476,40318
477,40318
478,40318
479,40318
480,40318
481,40318
482,40318
483,40318
484,40318
485,40318
486,40318
487,40318
488,40318
489,40318
490,40318
491,40318
492,40318
493,40318
494,40318
495,40318
496,40318
497,40318
498,40318
499,40318
500,40318
