,0
0,44341
1,44125
2,44107
3,44287
4,44413
5,44179
6,44539
7,44449
8,44197
9,44035
10,43945
11,44341
12,44125
13,44017
14,44305
15,44251
16,44395
17,44359
18,44197
19,44071
20,44395
21,44071
22,44125
23,44125
24,44035
25,44125
26,44143
27,44161
28,44395
29,44251
30,44305
31,44341
32,44467
33,44305
34,44359
35,44287
36,44305
37,44251
38,44143
39,44071
40,44197
41,44305
42,44125
43,44197
44,44035
45,44215
46,44215
47,44143
48,44287
49,44017
50,44395
51,44035
52,44269
53,44431
54,44377
55,44323
56,44143
57,44035
58,44431
59,44395
60,44107
61,43981
62,44089
63,44251
64,44179
65,44377
66,44323
67,44233
68,44071
69,44197
70,44125
71,44125
72,44305
73,44071
74,44053
75,44161
76,44449
77,44161
78,43981
79,44125
80,44287
81,44269
82,44305
83,44179
84,44143
85,44503
86,44395
87,44215
88,44269
89,44053
90,44179
91,44161
92,44341
93,44215
94,44269
95,44125
96,44215
97,44089
98,44035
99,44053
100,44161
101,44323
102,44071
103,44359
104,44233
105,44161
106,43999
107,44143
108,44809
109,44125
110,44233
111,44233
112,44035
113,44143
114,44143
115,44251
116,44323
117,44305
118,44125
119,44251
120,44179
121,44269
122,44089
123,44215
124,45367
125,44251
126,44359
127,43963
128,44377
129,44431
130,44359
131,44179
132,44179
133,44287
134,44251
135,44395
136,44269
137,44053
138,44287
139,44269
140,44377
141,44071
142,44359
143,44089
144,44035
145,44017
146,44287
147,44269
148,44269
149,44251
150,44287
151,44485
152,44161
153,44107
154,44143
155,44197
156,44377
157,44557
158,44215
159,44035
160,44107
161,44107
162,44269
163,44017
164,44125
165,44287
166,44215
167,44449
168,44107
169,44341
170,44089
171,44107
172,44125
173,44233
174,44017
175,44143
176,44161
177,44359
178,44179
179,44251
180,44179
181,44251
182,44125
183,44269
184,44233
185,44179
186,44305
187,44305
188,44197
189,44125
190,44251
191,44053
192,44251
193,44269
194,44179
195,44521
196,44035
197,44071
198,44143
199,44071
200,44539
201,44053
202,44269
203,44053
204,44143
205,44179
206,44125
207,44125
208,44305
209,44107
210,44359
211,44341
212,44323
213,44233
214,44071
215,44251
216,44143
217,44071
218,44125
219,44197
220,44035
221,44071
222,44485
223,44197
224,44125
225,44125
226,44341
227,44287
228,44053
229,44395
230,44161
231,44035
232,44035
233,44161
234,44161
235,44503
236,44305
237,44251
238,44107
239,44431
240,44179
241,44197
242,44179
243,44179
244,44467
245,44179
246,44287
247,44035
248,44179
249,44287
250,44377
251,44197
252,44341
253,44269
254,44305
255,44125
256,44341
257,44287
258,44017
259,44125
260,43981
261,44215
262,44233
263,44269
264,44431
265,44197
266,44071
267,44197
268,44143
269,44431
270,44323
271,44035
272,44215
273,44197
274,44377
275,44215
276,44143
277,44089
278,44287
279,44377
280,44323
281,45043
282,44197
283,44251
284,44107
285,44143
286,44323
287,44071
288,44251
289,44197
290,44215
291,44053
292,44143
293,44215
294,44143
295,44107
296,44233
297,44287
298,44125
299,44143
300,44107
301,44359
302,44053
303,44251
304,44323
305,44233
306,44215
307,44233
308,44179
309,43963
310,44197
311,44503
312,44107
313,44449
314,44323
315,44287
316,44089
317,44107
318,44197
319,44071
320,44125
321,44053
322,44395
323,44125
324,44431
325,44125
326,44197
327,44665
328,44377
329,44233
330,44053
331,44107
332,44143
333,44359
334,44089
335,44233
336,44287
337,44242
338,44053
339,44251
340,44125
341,44611
342,44611
343,44161
344,44233
345,44215
346,44287
347,44125
348,44359
349,44359
350,44107
351,44107
352,44053
353,44035
354,44161
355,44197
356,44161
357,44305
358,44071
359,44125
360,44395
361,44341
362,44287
363,44323
364,44233
365,44215
366,44323
367,44323
368,44323
369,44179
370,44251
371,44197
372,44377
373,44215
374,44107
375,44107
376,44251
377,44179
378,44305
379,44233
380,44251
381,44287
382,44179
383,44305
384,45205
385,44287
386,44971
387,44404
388,44197
389,44107
390,44341
391,44251
392,44125
393,44107
394,44449
395,44269
396,43999
397,44323
398,44143
399,45169
400,44179
401,44269
402,44143
403,44431
404,44215
405,44035
406,44107
407,44179
408,44161
409,44197
410,44467
411,44125
412,44323
413,44071
414,44215
415,44449
416,44215
417,44215
418,44143
419,44323
420,44179
421,44251
422,44287
423,44143
424,44269
425,44251
426,44395
427,44413
428,44161
429,44107
430,44233
431,44323
432,44773
433,44161
434,44323
435,44269
436,44269
437,44341
438,44071
439,43981
440,44323
441,44233
442,44431
443,44287
444,44341
445,44197
446,44341
447,44197
448,44161
449,44197
450,44287
451,44431
452,44323
453,44053
454,44305
455,44071
456,44215
457,44341
458,44179
459,44359
460,44413
461,44269
462,44251
463,44305
464,44125
465,44323
466,44359
467,44233
468,44107
469,44323
470,44215
471,44341
472,44125
473,44053
474,44323
475,44197
476,44485
477,44125
478,44197
479,44161
480,44161
481,44161
482,44125
483,44107
484,44107
485,44143
486,44503
487,44323
488,44395
489,44125
490,44179
491,44287
492,44305
493,44125
494,44377
495,44071
496,44431
497,44143
498,44017
499,44233
500,44215
501,43999
502,44161
503,44305
504,44179
505,44071
506,44143
507,44215
508,44071
509,43999
510,44215
511,44377
512,45457
513,44377
514,44125
515,44359
516,44521
517,44161
518,44215
519,45259
520,44215
521,44323
522,44161
523,44089
524,44233
525,44413
526,44503
527,44017
528,44251
529,44251
530,44413
531,44233
532,44215
533,44287
534,44197
535,44179
536,44251
537,44485
538,44233
539,44269
540,44341
541,44215
542,44161
543,44215
544,44125
545,44179
546,44287
547,44071
548,44125
549,44305
550,44179
551,44089
552,44089
553,44395
554,44161
555,44179
556,44287
557,44449
558,44125
559,44305
560,45043
561,45115
562,44287
563,44215
564,44233
565,44251
566,44485
567,44215
568,44215
569,44485
570,44071
571,44125
572,44431
573,44809
574,44107
575,44251
576,44395
577,44305
578,44107
579,44125
580,44215
581,44179
582,44197
583,44125
584,44053
585,44071
586,44377
587,44269
588,44071
589,44233
590,44161
591,44377
592,44179
593,44359
594,44125
595,44125
596,44143
597,44629
598,44197
599,44233
600,44287
601,44179
602,44215
603,44341
604,44179
605,44359
606,43999
607,44287
608,44071
609,44233
610,44251
611,44269
612,44161
613,44089
614,44251
615,44359
616,44107
617,44233
618,44377
619,44053
620,44215
621,44179
622,44395
623,44071
624,44341
625,44287
626,44053
627,44197
628,44287
629,44395
630,44287
631,44269
632,44251
633,44269
634,44269
635,44305
636,44197
637,44161
638,44179
639,44179
640,44215
641,44161
642,44161
643,44359
644,44143
645,44035
646,44071
647,44449
648,44143
649,44161
650,44341
651,44197
652,44161
653,44089
654,44341
655,44359
656,44125
657,44089
658,44359
659,44071
660,44089
661,44143
662,44737
663,44179
664,44179
665,44215
666,44107
667,44539
668,44431
669,44359
670,44107
671,44233
672,44161
673,44323
674,44341
675,44233
676,43945
677,43963
678,44107
679,44233
680,44125
681,44035
682,44161
683,44179
684,44683
685,44287
686,44233
687,44413
688,44287
689,44107
690,44467
691,44161
692,44269
693,44107
694,44143
695,44359
696,44125
697,44431
698,44125
699,44161
700,44125
701,44341
702,44143
703,44431
704,44161
705,44089
706,44431
707,44359
708,44233
709,44107
710,44305
711,44287
712,43981
713,44161
714,44089
715,44179
716,44251
717,44269
718,44125
719,44197
720,44035
721,44251
722,44035
723,44269
724,44269
725,44233
726,44233
727,44287
728,44377
729,44377
730,44485
731,44161
732,44107
733,44035
734,44107
735,44143
736,44467
737,44593
738,44179
739,44233
740,44215
741,44233
742,44179
743,44071
744,44395
745,44035
746,44071
747,44197
748,44107
749,44305
750,44053
751,44449
752,44395
753,44269
754,44161
755,44305
756,44215
757,44071
758,45043
759,44539
760,44107
761,44107
762,44215
763,44305
764,44179
765,44341
766,44107
767,44071
768,44215
769,44089
770,44125
771,44305
772,44287
773,44071
774,44323
775,44179
776,44449
777,44053
778,44377
779,44125
780,44053
781,44449
782,44341
783,44161
784,44161
785,44143
786,44143
787,44179
788,44179
789,44215
790,44233
791,44197
792,44251
793,44197
794,44125
795,44323
796,44215
797,44215
798,44197
799,44287
800,44215
801,44125
802,44107
803,44305
804,44107
805,44305
806,44017
807,44179
808,44161
809,44215
810,44485
811,44395
812,44215
813,44107
814,44269
815,44305
816,44359
817,44260
818,44287
819,43981
820,44197
821,44431
822,44251
823,44449
824,44215
825,44053
826,44215
827,44053
828,44017
829,44089
830,44485
831,44341
832,44161
833,44089
834,44431
835,44197
836,44017
837,44269
838,44305
839,44251
840,44215
841,44377
842,44197
843,44233
844,44251
845,43963
846,44179
847,44053
848,44359
849,44251
850,44287
851,44197
852,43999
853,44323
854,44467
855,44143
856,44197
857,44341
858,44143
859,44449
860,44017
861,44197
862,44161
863,44251
864,44269
865,44449
866,44017
867,44305
868,44089
869,44233
870,45745
871,44071
872,44269
873,44233
874,44107
875,44161
876,44215
877,44161
878,44053
879,44305
880,44089
881,44287
882,45025
883,44251
884,44161
885,44251
886,44143
887,44251
888,44413
889,44215
890,44503
891,44197
892,44161
893,44089
894,44017
895,44053
896,44449
897,44485
898,44233
899,44125
900,44143
901,44467
902,44251
903,44107
904,44323
905,44071
906,44197
907,44341
908,44143
909,44107
910,44053
911,44215
912,44017
913,44161
914,44269
915,44233
916,44215
917,44287
918,44908
919,44323
920,44071
921,44269
922,44341
923,44215
924,44287
925,44233
926,44161
927,44287
928,44125
929,44467
930,44089
931,44251
932,44305
933,44179
934,44593
935,44053
936,44179
937,44053
938,44143
939,44089
940,44323
941,44197
942,44233
943,44143
944,44179
945,44197
946,44233
947,44053
948,43999
949,44035
950,44503
951,44143
952,44251
953,44251
954,44251
955,44215
956,44125
957,44071
958,44197
959,44107
960,44089
961,44089
962,44197
963,44269
964,44125
965,44251
966,44197
967,44197
968,44197
969,44071
970,44179
971,44305
972,44413
973,44035
974,44305
975,44161
976,44611
977,44539
978,44107
979,44305
980,44071
981,44197
982,44197
983,43999
984,44197
985,44323
986,44197
987,44305
988,44305
989,44269
990,44305
991,44269
992,44719
993,44161
994,44251
995,44233
996,44215
997,44467
998,44125
999,44089
