,0
639,45871
640,46339
641,46042
642,46330
643,45772
644,46096
645,46042
646,45862
647,46582
648,46087
649,46483
650,46357
651,45754
652,45826
653,46087
654,45862
655,46024
656,46627
657,45961
658,45844
659,45970
660,46024
661,46177
662,45790
663,46186
664,45700
665,45880
666,46348
667,46051
668,46033
669,46123
670,46564
671,45979
672,46051
673,46132
674,45871
675,46015
676,45934
677,46006
678,45952
679,45880
680,46195
681,46096
682,45979
683,46249
684,45943
685,45808
686,46204
687,46024
688,46150
689,45790
690,45889
691,46258
692,46015
693,46150
694,46393
695,45754
696,46096
697,45853
698,46015
699,45736
700,46087
701,46060
702,46798
703,45736
704,46060
705,45898
706,46240
707,46465
708,45862
709,45943
710,46438
711,45862
712,45988
713,45772
714,46240
715,46348
716,46177
717,45943
718,45835
719,46096
720,46087
721,45772
722,46303
723,46006
724,46060
725,45970
726,45934
727,45997
728,45853
729,46222
730,46195
731,46249
732,46231
733,45844
734,46249
735,46006
736,45934
737,46006
738,46366
739,45970
740,45871
741,45844
742,45988
743,45952
744,45808
745,46123
746,45952
747,45772
748,46222
749,46123
750,46285
751,45988
752,46060
753,45916
754,45970
755,45952
756,45934
757,45826
758,46276
759,45997
760,45772
761,45934
762,46204
763,45907
764,45790
765,46105
766,46060
767,46249
768,46024
769,46006
770,45736
771,45880
772,45790
773,46087
774,45736
775,45889
776,45907
777,46195
778,46420
779,45754
780,46132
781,46429
782,45646
783,45790
784,46132
785,46573
786,45754
787,46249
788,45772
789,45916
790,45898
791,45862
792,46285
793,46150
794,46069
795,45772
796,46087
797,46069
798,46141
799,45952
800,46456
801,46177
802,45943
803,46591
804,46069
805,45970
806,46069
807,46420
808,46339
809,46105
810,45790
811,45961
812,46006
813,45736
814,45889
815,46186
816,46042
817,45907
818,45952
819,46024
820,46060
821,45736
822,45862
823,45997
824,46150
825,46330
826,45880
827,46213
828,46285
829,45880
830,45916
831,46411
832,46465
833,46384
834,46033
835,46033
836,46267
837,45952
838,45844
839,46042
840,45880
841,46060
842,45754
843,46276
844,45664
845,45889
846,46222
847,46366
848,45853
849,46078
850,46294
851,45862
852,45736
853,46006
854,46294
855,45754
856,45871
857,45997
858,46042
859,46294
860,46312
861,45799
862,45889
863,45736
864,46042
865,46159
866,45853
867,45790
868,45826
869,46240
870,46114
871,45916
872,46186
873,45718
874,45700
875,45880
876,46042
877,45970
878,45934
879,45844
880,46312
881,45961
882,46132
883,46393
884,46213
885,45862
886,46231
887,46456
888,46051
889,46123
890,45979
891,46114
892,46447
893,45763
894,46204
895,45826
896,45772
897,45871
898,45880
899,45844
900,46114
901,45988
902,46195
903,45979
904,45952
905,46042
906,45988
907,45799
908,46438
909,46267
910,45835
911,46240
912,45952
913,46276
914,46087
915,46096
916,46096
917,45700
918,46204
919,46195
920,46024
921,45988
922,45862
923,46015
924,46159
925,45898
926,46177
927,45943
928,45736
929,46105
930,45871
931,45988
932,46141
933,45970
934,45988
935,46546
936,46015
937,46168
938,46123
939,45853
940,45853
941,46249
942,46240
943,45844
944,46051
945,45826
946,46285
947,46375
948,46069
949,46204
950,46132
951,45772
952,45790
953,46537
954,46186
955,46177
956,46060
957,46780
958,46447
959,46114
960,45700
961,46141
962,45718
963,46177
964,46465
965,46015
966,46177
967,46033
968,46078
969,46087
970,46249
971,46105
972,45898
973,46177
974,45754
975,46078
976,46177
977,46195
978,46006
979,45889
980,46006
981,45736
982,45898
983,45871
984,45889
985,45853
986,46141
987,46033
988,45808
989,45808
990,45862
991,45979
992,45907
993,46141
994,45853
995,45988
996,45826
997,46051
998,45952
999,45736
