,0
0,65554
1,65554
2,65194
3,65194
4,65194
5,65194
6,65194
7,65194
8,65194
9,65194
10,65194
11,65194
12,65194
13,65194
14,65194
15,65194
16,65194
17,65032
18,65032
19,65032
20,65032
21,65032
22,64942
23,64942
24,64942
25,64744
26,64744
27,64744
28,64744
29,64744
30,64744
31,64744
32,64744
33,64744
34,64744
35,64744
36,64744
37,64744
38,64744
39,64744
40,64744
41,64744
42,64744
43,64744
44,64744
45,64744
46,64744
47,64744
48,64744
49,64744
50,64744
51,64744
52,64744
53,64744
54,64744
55,64744
56,64744
57,64744
58,64744
59,64744
60,64744
61,64744
62,64744
63,64744
64,64744
65,64744
66,64744
67,64744
68,64744
69,64744
70,64744
71,64744
72,64744
73,64744
74,64744
75,64744
76,64744
77,64744
78,64618
79,64618
80,64618
81,64618
82,64618
83,64618
84,64618
85,64618
86,64618
87,64600
88,64600
89,64600
90,64600
91,64600
92,64600
93,64600
94,64600
95,64474
96,64420
97,64420
98,64420
99,64420
100,64420
101,64420
102,64420
103,64420
104,64420
105,64420
106,64420
107,64420
108,64420
109,64420
110,64420
111,64420
112,64420
113,64420
114,64420
115,64420
116,64420
117,64420
118,64420
119,64420
120,64420
121,64420
122,64420
123,64420
124,64420
125,64420
126,64420
127,64420
128,64420
129,64420
130,64420
131,64420
132,64420
133,64420
134,63880
135,63880
136,63880
137,63880
138,63880
139,63880
140,63880
141,63880
142,63880
143,63880
144,63880
145,63880
146,63880
147,63880
148,63880
149,63880
150,63880
151,63880
152,63880
153,63880
154,63880
155,63880
156,63862
157,63862
158,63862
159,63862
160,63862
161,63862
162,63862
163,63862
164,63862
165,63862
166,63862
167,63862
168,63772
169,63772
170,63772
171,63772
172,63772
173,63772
174,63772
175,63772
176,63646
177,63646
178,63646
179,63646
180,63646
181,63646
182,63520
183,63520
184,63520
185,63520
186,63520
187,63520
188,63520
189,63520
190,63520
191,63520
192,63520
193,63520
194,63520
195,63520
196,63520
197,63520
198,63520
199,63520
200,63520
201,63520
202,63520
203,63520
204,63520
205,63520
206,63520
207,63520
208,63520
209,63520
210,63520
211,63412
212,63412
213,63412
214,63412
215,63412
216,63412
217,63412
218,63412
219,63412
220,63412
221,63412
222,63412
223,63412
224,63412
225,63412
226,63412
227,63412
228,63412
229,63412
230,63412
231,63412
232,63412
233,63412
234,63412
235,63412
236,63412
237,63412
238,63412
239,63412
240,63412
241,63412
242,63412
243,63412
244,63412
245,63412
246,63412
247,63412
248,63412
249,63412
250,63412
251,63412
252,63412
253,63232
254,63232
255,63232
256,63232
257,63232
258,63214
259,63214
260,63214
261,63196
262,63196
263,63196
264,63196
265,63196
266,63196
267,63196
268,63196
269,63196
270,63196
271,63196
272,63196
273,63196
274,63196
275,63196
276,63196
277,63196
278,63196
279,63196
280,63124
281,63124
282,63124
283,63124
284,63124
285,63124
286,63124
287,63124
288,63124
289,63124
290,63124
291,63034
292,63034
293,63034
294,63034
295,63034
296,63034
297,62800
298,62800
299,62800
300,62800
301,62800
302,62800
303,62800
304,62800
305,62800
306,62800
307,62800
308,62800
309,62800
310,62800
311,62800
312,62800
313,62800
314,62800
315,62800
316,62800
317,62800
318,62800
319,62800
320,62800
321,62800
322,62800
323,62800
324,62800
325,62800
326,62800
327,62800
328,62800
329,62800
330,62800
331,62800
332,62800
333,62800
334,62800
335,62800
336,62800
337,62800
338,62800
339,62800
340,62800
341,62800
342,62800
343,62800
344,62800
345,62800
346,62800
347,62800
348,62800
349,62800
350,62800
351,62800
352,62800
353,62800
354,62800
355,62800
356,62800
357,62800
358,62800
359,62800
